record_id,Node,Link,DateTime,qkdQber,qkdKeyRate,qkdVisibility,qkdLaserPower,neCpuLoad,neMemUsage,neTemperature,attenuation,humidity,device_mode,snmp_status,log_message,event_type,root_cause,sop_action,operator_action,anomaly,missing_data
1136,NodeD,Link3,2025-06-02 13:50:00,0.028427326341278147,948.3820834768214,0.961289989530133,1.0671930488747563,38,38,40.0,19.09131979476549,61,secure,WARNING,System OK,normal,,monitor,,0,0
1137,NodeD,Link2,2025-06-02 13:52:00,0.014356702083040612,773.5142181126791,0.9609516962071352,1.5,30,41,61.967928478250336,17.03388458399283,57,secure,OK,System OK,normal,,monitor,,0,0
1138,NodeC,Link1,2025-06-02 13:54:00,0.014437332868383713,1409.0503387347328,0.99,1.177832354469928,62,30,51.56985721725506,18.390071264856008,74,standby,OK,System OK,normal,,monitor,,0,0
1139,NodeB,Link2,2025-06-02 13:56:00,0.01980255418609326,1167.4963586151046,0.9694648560459151,1.1972876208290737,41,65,45.60004461590417,16.86158503311837,57,secure,OK,System OK,normal,,monitor,,0,0
1140,NodeC,Link3,2025-06-02 13:58:00,0.02717739827165127,1340.7412255791087,0.9798215591110604,1.1438736330565313,34,30,49.41373203200695,16.40878267102779,50,secure,OK,System OK,normal,,monitor,,0,0
1141,NodeC,Link1,2025-06-02 14:00:00,0.02147937081322305,1150.5172423191925,0.99,1.1795253667650551,44,69,44.87092197626655,16.823803086003764,40,secure,OK,System OK,normal,,monitor,,0,0
1142,NodeA,Link3,2025-06-02 14:02:00,0.022021436184026962,963.6300107629902,0.9695161612398816,1.08466418059312,35,57,42.74159302938333,16.47362984863273,67,secure,OK,System OK,normal,,monitor,,0,0
1143,NodeA,Link2,2025-06-02 14:04:00,0.019444788043771147,1263.1149651918872,0.9838530180997703,1.1292729139773265,26,49,51.13794646993569,17.56832188899777,52,secure,OK,System OK,normal,,monitor,,0,0
1144,NodeB,Link3,2025-06-02 14:06:00,0.01634301782634449,1272.1212062570123,0.9708475748993851,1.2708913860718698,36,56,48.637890500938695,17.907779562444475,60,secure,OK,System OK,normal,,monitor,,0,0
1145,NodeD,Link3,2025-06-02 14:08:00,0.013839850239643582,1454.2112150193661,0.9698916584172897,1.0471176559672857,33,30,52.31832275076839,17.538351621563404,60,secure,OK,System OK,normal,,monitor,,0,0
1146,NodeA,Link3,2025-06-02 14:10:00,0.024154562381897733,1119.6923458890467,0.9788361367578764,1.5,44,37,45.852066855326434,16.686833817036973,73,secure,OK,System OK,normal,,monitor,,0,0
1147,NodeC,Link3,2025-06-02 14:12:00,0.02675738551625767,1308.1508041299928,0.97777488622203,1.1852315767099053,28,51,50.84892064653254,18.07367736199164,57,secure,OK,System OK,normal,,monitor,,0,0
1148,NodeA,Link1,2025-06-02 14:14:00,0.020524503897765098,1102.6894853018418,0.9638975777282398,1.2049208099370141,30,46,55.68830021201383,18.672922747059793,52,secure,OK,System OK,normal,,monitor,,0,0
1149,NodeA,Link3,2025-06-02 14:16:00,0.021432454443731156,1364.4445206643788,0.9440652619879975,1.2939261429838236,43,46,50.76175617748392,16.564884422552332,75,secure,OK,System OK,normal,,monitor,,0,0
1150,NodeB,Link2,2025-06-02 14:18:00,0.01819298108780558,1008.7170307601732,0.9814319984021099,1.015397561152311,43,74,41.920017504523585,18.181008663745676,52,secure,OK,System OK,normal,,monitor,,0,0
1151,NodeB,Link1,2025-06-02 14:20:00,0.02407769058769868,1164.4949673831384,0.9829633759176502,1.2377298753823256,35,31,50.15269906824433,17.1166163245348,67,secure,OK,System OK,normal,,monitor,,0,0
1152,NodeC,Link1,2025-06-02 14:22:00,0.01818694212265466,781.2489287275822,0.9881301844386304,1.13516046784599,28,38,62.095920687170775,17.092114435914905,62,standby,OK,System OK,normal,,monitor,,0,0
1153,NodeA,Link3,2025-06-02 14:24:00,0.01850357700222511,887.9854214712963,0.9685178121938367,0.942411766856269,44,38,42.40316260819489,15.550326481307128,59,secure,OK,System OK,normal,,monitor,,0,0
1154,NodeA,Link2,2025-06-02 14:26:00,0.01786397847362641,1424.8072024991468,0.9762874106514934,1.2458082635966765,32,39,46.92133776808642,15.647397903692749,76,secure,OK,System OK,normal,,monitor,,0,0
1155,NodeA,Link1,2025-06-02 14:28:00,0.018389620609548813,1500.0,0.9632128316759633,1.1990149231051066,22,50,50.19191388190348,20.670690770827655,50,secure,OK,Data missing,normal,,monitor,,0,1
1156,NodeA,Link3,2025-06-02 14:30:00,0.018325774525432055,1037.4840252181464,0.9545598620453168,1.0324153697630778,29,56,40.0,14.57935588808966,62,secure,OK,System OK,normal,,monitor,,0,0
1157,NodeD,Link2,2025-06-02 14:32:00,0.019841392587635828,1500.0,0.9750678058653963,1.4820289884269606,54,49,41.65063121341694,16.30981763028328,59,secure,OK,Data missing,normal,,monitor,,0,1
1158,NodeD,Link2,2025-06-02 14:34:00,0.021115685324406545,1383.854410056847,0.9566678996075868,1.3238058404286686,62,44,40.49958421648473,15.77592921166829,68,standby,OK,System OK,normal,,monitor,,0,0
1159,NodeA,Link1,2025-06-02 14:36:00,0.02014511431187416,1342.5051165638977,0.9570487690703984,1.0476590087146005,48,60,51.682475652973395,15.1551306155641,61,secure,DOWN,System OK,normal,,monitor,,0,0
1160,NodeB,Link1,2025-06-02 14:38:00,0.01897074473847819,1219.8968735033848,0.9697240076843602,1.028407685344607,36,47,62.2087484151791,14.716319062796979,71,secure,OK,System OK,normal,,monitor,,0,0
1161,NodeA,Link3,2025-06-02 14:40:00,0.011740220411898629,1289.2098718991094,0.9756860922165265,1.0980244155670364,33,30,50.89062077172276,14.95301019200151,56,secure,OK,Data missing,normal,,monitor,,0,1
1162,NodeA,Link1,2025-06-02 14:42:00,0.022731385857553063,1197.7313814009701,0.9557771238244305,0.9509815016160066,29,37,49.74218735347963,18.301601540578922,62,secure,OK,System OK,normal,,monitor,,0,0
1163,NodeB,Link1,2025-06-02 14:44:00,0.018109037043068422,1088.0141450568078,0.963566849995441,1.2324012079430393,24,39,43.69696466832501,16.3066339339855,57,secure,WARNING,System OK,normal,,monitor,,0,0
1164,NodeB,Link1,2025-06-02 14:46:00,0.012868359845047956,1242.7598134571929,0.9735380032992079,1.424665856941713,45,48,43.91751589771127,18.034335616393754,53,secure,OK,System OK,normal,,monitor,,0,0
1165,NodeC,Link2,2025-06-02 14:48:00,0.021246034476564077,1394.858435133431,0.9453390986968484,1.319707715475481,40,30,50.462349821175906,15.527783470205664,60,secure,OK,System OK,normal,,monitor,,0,0
1166,NodeB,Link2,2025-06-02 14:50:00,0.0173591505622977,1273.3264040094223,0.9648890290438988,1.1323396423111451,34,50,47.28137591774122,17.325968895873817,65,secure,OK,System OK,normal,,monitor,,0,0
1167,NodeD,Link1,2025-06-02 14:52:00,0.01983471283335689,1320.739878548318,0.9553918510986132,1.1711833073436508,32,52,50.7242222528802,14.422028913533014,67,secure,OK,System OK,normal,,monitor,,0,0
1168,NodeB,Link3,2025-06-02 14:54:00,0.020471308953618587,1271.0888208386073,0.9800972352038589,1.1433591746835257,42,46,45.944071359756606,17.85345016164188,58,secure,OK,System OK,normal,,monitor,,0,0
1169,NodeC,Link3,2025-06-02 14:56:00,0.02850922913531147,1447.7486238853373,0.9799176055315032,1.0565262050335984,34,30,43.92994246446597,17.621332651412438,58,secure,OK,System OK,normal,,monitor,,0,0
1170,NodeC,Link1,2025-06-02 14:58:00,0.020653450032883026,1019.5117039791288,0.9499819088306608,1.0392017677323306,39,60,43.30913033007769,18.368903371747955,64,secure,WARNING,System OK,normal,,monitor,,0,0
1171,NodeB,Link2,2025-06-02 15:00:00,0.02272595502402161,1075.0085051552637,0.9394532384759875,1.0935282198682392,38,44,56.266654687042546,17.890623081339793,59,secure,OK,System OK,normal,,monitor,,0,0
1172,NodeD,Link1,2025-06-02 15:02:00,0.023142139572712783,1443.1021560468535,0.9625244183701065,1.093283997629456,31,62,51.66257474992528,16.418863936788636,58,secure,OK,System OK,normal,,monitor,,0,0
1173,NodeA,Link2,2025-06-02 15:04:00,0.017627845843833707,983.4684807391288,0.99,1.187522167762379,43,53,44.761844400948036,18.141237001648665,55,secure,OK,System OK,normal,,monitor,,0,0
1174,NodeB,Link2,2025-06-02 15:06:00,0.02379326425539104,1190.3097315897223,0.9451641731641306,1.1541497213262906,25,30,53.58408340500074,17.708249285895455,72,secure,OK,System OK,normal,,monitor,,0,0
1175,NodeD,Link3,2025-06-02 15:08:00,0.01711695491829927,996.7286488085886,0.9750980937614743,1.341631776020912,49,38,42.127307993484905,14.775616384948858,60,secure,OK,System OK,normal,,monitor,,0,0
1176,NodeD,Link1,2025-06-02 15:10:00,0.021717867826994225,1361.3559174300658,0.9729416690850033,1.2360517765878851,44,53,40.862402712650834,18.29867278661487,52,standby,OK,System OK,normal,,monitor,,0,0
1177,NodeC,Link1,2025-06-02 15:12:00,0.013688081367139417,1118.2371274601182,0.970636157088739,1.3888044503646892,48,46,41.37281103722497,16.68149357507369,51,secure,OK,System OK,normal,,monitor,,0,0
1178,NodeD,Link1,2025-06-02 15:14:00,0.023222684669793395,1165.2297079733125,0.9785354872453662,1.1926563247648532,25,30,40.0,18.124737134275488,57,secure,OK,System OK,normal,,monitor,,0,0
1179,NodeD,Link1,2025-06-02 15:16:00,0.02045784080967303,1098.7330295721858,0.9593291220896445,1.4284280111511298,31,41,40.0,16.503051268819355,66,secure,OK,System OK,normal,,monitor,,0,0
1180,NodeD,Link2,2025-06-02 15:18:00,0.018325347531110703,1051.016974661195,0.9681121050203698,1.296394324433776,38,34,40.262749590362354,15.550486784286278,63,diag,OK,System OK,normal,,monitor,,0,0
1181,NodeC,Link2,2025-06-02 15:20:00,0.025133975038797517,996.8595915532571,0.9701374230313025,1.147645058991957,45,69,50.30693304140993,17.127033472771625,62,standby,OK,System OK,normal,,monitor,,0,0
1182,NodeA,Link2,2025-06-02 15:22:00,0.021177489738892406,1366.0269849841684,0.9723271489521239,1.198077627250819,31,30,42.505341721978006,16.96753823368775,66,standby,OK,System OK,normal,,monitor,,0,0
1183,NodeD,Link3,2025-06-02 15:24:00,0.016221713621921287,1120.288850176185,0.985194951338679,1.324660076361722,29,42,42.52245870748921,16.701253844370164,70,secure,OK,System OK,normal,,monitor,,0,0
1184,NodeA,Link3,2025-06-02 15:26:00,0.021287411031136468,1083.945856676384,0.9727573885290303,1.0005444155312067,39,42,48.46449242244864,18.590116244782475,58,secure,OK,System OK,normal,,monitor,,0,0
1185,NodeB,Link2,2025-06-02 15:28:00,0.02204426305173577,1291.1898482214388,0.9549138372494114,1.2423249758164314,50,40,46.185425462065794,13.846761565643138,72,secure,OK,System OK,normal,,monitor,,0,0
1186,NodeB,Link2,2025-06-02 15:30:00,0.021760688499800705,1218.1884415096463,0.9829814768873282,0.8916115555728008,37,49,53.17120792786339,17.24623683499194,68,diag,OK,System OK,normal,,monitor,,0,0
1187,NodeB,Link2,2025-06-02 15:32:00,0.02095595207702173,1229.0991771680453,0.9609711153858048,1.5,36,43,69.57580530972986,15.793718438329309,72,secure,OK,System OK,normal,,monitor,,0,0
1188,NodeA,Link2,2025-06-02 15:34:00,0.019426099454108243,1405.9265114639268,0.9886920487610087,0.9499881587121636,33,47,43.930859649510744,17.35471056159538,64,secure,OK,System OK,normal,,monitor,,0,0
1189,NodeA,Link2,2025-06-02 15:36:00,0.02734768849687036,1044.5779168242857,0.9665762546927276,1.2066494805339614,25,52,53.27729034765336,16.23619208900827,61,secure,OK,System OK,normal,,monitor,,0,0
1190,NodeC,Link1,2025-06-02 15:38:00,0.016774937567207993,1126.1504015190917,0.9761450852817138,1.4222491776538884,20,30,40.0,14.600077656433303,66,standby,OK,System OK,normal,,monitor,,0,0
1191,NodeD,Link1,2025-06-02 15:40:00,0.10096963376910013,150.34068530314707,0.7817824363219905,1.204808890341028,68,99,86.15402844919512,17.8924095913588,66,secure,DOWN,"QKD key rate dropped, spike anomaly",spike,hardware fail,reboot node,rebooted,1,0
1192,NodeB,Link3,2025-06-02 15:42:00,0.019964157735403564,1408.9848631428258,0.9845594013132413,1.4063841438151212,30,54,56.08917529210003,16.841500035903483,59,secure,OK,System OK,normal,,monitor,,0,0
1193,NodeD,Link2,2025-06-02 15:44:00,0.021881285923769183,1007.4695047940547,0.9415621248691641,0.9918494106915613,28,30,43.96760022093373,16.75730550273782,66,secure,OK,Data missing,normal,,monitor,,0,1
1194,NodeA,Link1,2025-06-02 15:46:00,0.02624302961990375,1248.7471475599227,0.9682023448578357,1.0888915703231292,44,56,49.10838293297585,15.78832282591222,51,secure,WARNING,Data missing,normal,,monitor,,0,1
1195,NodeD,Link2,2025-06-02 15:48:00,0.015672109017106944,1500.0,0.9761632541153252,1.3223563756093417,44,73,46.53689044240062,15.109554854666493,61,secure,OK,System OK,normal,,monitor,,0,0
1196,NodeD,Link2,2025-06-02 15:50:00,0.022767339366595654,1368.0244973819472,0.9690197348852391,1.0316380134351455,60,39,48.536120193840574,14.81215373106677,67,secure,OK,System OK,normal,,monitor,,0,0
1197,NodeA,Link2,2025-06-02 15:52:00,0.020391939871107344,1290.9686453911524,0.9581303343774648,1.1305086308677377,34,30,54.79476567633134,16.639931166056915,62,diag,OK,System OK,normal,,monitor,,0,0
1198,NodeD,Link1,2025-06-02 15:54:00,0.021872606384073946,1077.0017543791928,0.9781086302055959,0.9577639017616333,27,56,43.66036359440949,19.578184356624934,63,diag,OK,System OK,normal,,monitor,,0,0
1199,NodeD,Link3,2025-06-02 15:56:00,0.02151320838828272,1091.2745428172489,0.9695448155023786,0.986522191526389,21,64,50.31785902680644,15.267558537051357,51,secure,WARNING,System OK,normal,,monitor,,0,0
1200,NodeD,Link2,2025-06-02 15:58:00,0.01270215287887335,1084.8412564367652,0.9361488004338213,0.9796929995678477,45,65,43.76396563735519,16.911068426346333,62,secure,OK,System OK,normal,,monitor,,0,0
1201,NodeA,Link1,2025-06-02 16:00:00,0.060472511783562416,92.49247584464376,0.87,1.215967290501855,63,46,74.07544646159366,15.542333655272747,69,secure,WARNING,QBER drift detected,drift,misalignment,check alignment,adjusted,1,0
1202,NodeD,Link3,2025-06-02 16:02:00,0.02243900908570009,1295.3730311489044,0.9624425783931981,0.9803030018843135,62,42,52.53195243695417,18.085079329421376,61,secure,OK,System OK,normal,,monitor,,0,0
1203,NodeC,Link2,2025-06-02 16:04:00,0.023938107233451737,1126.0261140475563,0.9855728551260575,1.2432874488142778,51,46,49.51331075947989,16.654042555136943,50,standby,OK,System OK,normal,,monitor,,0,0
1204,NodeD,Link2,2025-06-02 16:06:00,0.022156660618884265,1018.2736282192795,0.9866140618259389,1.085493234747117,37,51,43.73699241616498,15.303388706165638,62,secure,OK,System OK,normal,,monitor,,0,0
1205,NodeD,Link3,2025-06-02 16:08:00,0.017527403352940424,1018.8739464461869,0.9835498886870903,1.3588519709876246,35,33,56.028815932868724,16.026118950744138,50,secure,OK,System OK,normal,,monitor,,0,0
1206,NodeA,Link1,2025-06-02 16:10:00,0.01314433377466196,1061.6481973566952,0.9810324033434075,0.9516536323554992,46,55,40.69722153290668,17.65036608801878,51,standby,OK,System OK,normal,,monitor,,0,0
1207,NodeA,Link1,2025-06-02 16:12:00,0.015395221857670664,1011.4411249002073,0.9863780186693283,1.1387255631536122,52,53,47.38498026007267,17.3447525957334,51,secure,OK,System OK,normal,,monitor,,0,0
1208,NodeB,Link1,2025-06-02 16:14:00,0.02187949724127925,1335.3292340500816,0.9566328058900266,1.3685394405605835,42,76,52.66266335768512,17.05648475797712,56,secure,OK,System OK,normal,,monitor,,0,0
1209,NodeA,Link2,2025-06-02 16:16:00,0.023455960818910025,1261.3847446449338,0.9761645533906818,1.1201668904564408,48,36,50.54272920044449,15.972625492492398,44,secure,OK,System OK,normal,,monitor,,0,0
1210,NodeA,Link2,2025-06-02 16:18:00,0.018769206707541175,1170.714290083141,0.9516100706350233,1.2183156259602317,27,30,46.08772986437295,16.780373760032738,58,secure,OK,System OK,normal,,monitor,,0,0
1211,NodeA,Link2,2025-06-02 16:20:00,0.011966764352662248,1299.4426187911386,0.9719666687076106,1.1634633576841433,40,55,40.0,18.277878966779323,60,secure,OK,System OK,normal,,monitor,,0,0
1212,NodeA,Link1,2025-06-02 16:22:00,0.018618937639365566,1356.797767521856,0.9548908668371554,1.307697271757901,33,57,44.97420084174769,17.414325560208223,66,standby,OK,System OK,normal,,monitor,,0,0
1213,NodeB,Link3,2025-06-02 16:24:00,0.02143124086542091,1180.6523582506936,0.9607597208724115,1.3653184584657343,37,34,40.22774009826997,15.864190889670768,76,secure,OK,System OK,normal,,monitor,,0,0
1214,NodeB,Link3,2025-06-02 16:26:00,0.02499827143339335,1177.0060785382536,0.9872621835254838,1.0743323797193614,20,54,42.77964311036487,16.561950255304517,53,secure,WARNING,System OK,normal,,monitor,,0,0
1215,NodeA,Link3,2025-06-02 16:28:00,0.02123608663525784,1230.5237417505837,0.99,1.2330404196980167,38,62,50.581064032047884,16.610180427571773,82,secure,OK,System OK,normal,,monitor,,0,0
1216,NodeC,Link2,2025-06-02 16:30:00,0.023302949994660115,1087.5728138405734,0.9574622993630297,1.3838965748850633,35,33,40.0,14.881437680165632,69,diag,OK,System OK,normal,,monitor,,0,0
1217,NodeB,Link1,2025-06-02 16:32:00,0.016774479166598338,1054.444939649813,0.9860586489737512,1.0785065849397648,40,52,53.71585556373478,18.462948077606256,60,secure,OK,System OK,normal,,monitor,,0,0
1218,NodeA,Link3,2025-06-02 16:34:00,0.019413788991903737,815.7089342897166,0.97768598361248,1.2352375356005207,48,49,51.6093846124782,15.37346649086242,56,secure,OK,System OK,normal,,monitor,,0,0
1219,NodeD,Link2,2025-06-02 16:36:00,0.02019890703822625,1283.2497499274032,0.9679333689327257,1.0119685132885319,20,45,55.10855486502518,17.476331432289694,61,standby,OK,System OK,normal,,monitor,,0,0
1220,NodeC,Link2,2025-06-02 16:38:00,0.02232171730214408,1166.3996512087729,0.9884550465485225,1.1439599628664374,22,37,54.28463768562036,15.971679666439785,65,secure,OK,System OK,normal,,monitor,,0,0
1221,NodeB,Link2,2025-06-02 16:40:00,0.02078797522216417,882.8605041236104,0.9724213009539727,1.293782803744002,26,34,50.778324639291895,16.18191700002025,74,standby,OK,System OK,normal,,monitor,,0,0
1222,NodeD,Link3,2025-06-02 16:42:00,0.023856750698594394,1292.7777831395285,0.9504921622930907,1.2259444792192598,40,52,48.36426519242729,14.915835929519353,69,secure,OK,System OK,normal,,monitor,,0,0
1223,NodeC,Link1,2025-06-02 16:44:00,0.018261696528775403,1451.0969733950342,0.9618548788203278,1.269589294981855,33,41,43.472286873445086,17.456894392191966,50,secure,OK,System OK,normal,,monitor,,0,0
1224,NodeD,Link1,2025-06-02 16:46:00,0.02200810865385177,1023.3686642939992,0.9788133868258029,1.1009742335998396,27,30,45.14478098635846,16.758352541863964,58,secure,OK,System OK,normal,,monitor,,0,0
1225,NodeA,Link1,2025-06-02 16:48:00,0.014442813085979929,1164.2888589869751,0.9734547813621711,1.2381587354832044,44,64,51.32976116206559,16.35539458567958,69,secure,WARNING,System OK,normal,,monitor,,0,0
1226,NodeC,Link1,2025-06-02 16:50:00,0.018741142533723516,1046.0091524953082,0.9700476963169063,1.1828561720064101,40,64,40.675903704341486,17.73442204908505,51,secure,OK,System OK,normal,,monitor,,0,0
1227,NodeC,Link2,2025-06-02 16:52:00,0.021505784843827713,1230.9904796094368,0.9757187756560461,1.2671772532789618,58,56,56.47125219420437,16.29365893595038,63,secure,OK,System OK,normal,,monitor,,0,0
1228,NodeB,Link1,2025-06-02 16:54:00,0.018677055891764653,1094.3316749947128,0.962168692291753,1.374854554301503,42,35,40.0,15.01794017832173,64,standby,OK,System OK,normal,,monitor,,0,0
1229,NodeD,Link1,2025-06-02 16:56:00,0.025630840650439267,1448.7185358492375,0.9836115162544737,1.0355613830877668,38,36,55.953718240273496,16.260217995714445,74,secure,OK,System OK,normal,,monitor,,0,0
1230,NodeA,Link3,2025-06-02 16:58:00,0.018102122064088667,1078.2243186156372,0.9687680506281782,1.2985992922188232,46,68,43.34037797306165,13.371170142511437,65,secure,OK,System OK,normal,,monitor,,0,0
1231,NodeC,Link2,2025-06-02 17:00:00,0.0228053788168458,1209.0505213965885,0.9680151261688971,1.1867628718112577,46,43,48.993801703034066,15.58786601604648,55,secure,OK,System OK,normal,,monitor,,0,0
1232,NodeB,Link2,2025-06-02 17:02:00,0.02234477645145651,1146.4533079429573,0.9778872895725585,1.0962672898364314,45,30,48.57466896622965,17.124850573556817,69,secure,OK,System OK,normal,,monitor,,0,0
1233,NodeA,Link1,2025-06-02 17:04:00,0.01926738837617526,1035.300679764805,0.9774611455539018,1.0041797478005514,54,58,50.24723861399912,16.007717609286136,61,standby,OK,System OK,normal,,monitor,,0,0
1234,NodeC,Link2,2025-06-02 17:06:00,0.020071628613299447,1428.0700754129573,0.970698815474841,0.8151360181218017,27,44,46.801409217025515,17.911224807478785,68,secure,OK,System OK,normal,,monitor,,0,0
1235,NodeA,Link3,2025-06-02 17:08:00,0.021699131592973517,1432.42782161248,0.9785306342924454,1.0862186887463772,47,55,47.60439685353113,18.066174086791293,69,secure,OK,System OK,normal,,monitor,,0,0
1236,NodeC,Link1,2025-06-02 17:10:00,0.029812401506166,1170.6156935720655,0.9556743698572858,1.1236300609463599,41,40,50.052355244014805,18.09052298292595,57,secure,OK,System OK,normal,,monitor,,0,0
1237,NodeD,Link2,2025-06-02 17:12:00,0.02000352669630658,1388.1275443150066,0.9657754008959263,1.3605464273097685,54,38,45.63561462462767,14.107757354514918,62,secure,DOWN,System OK,normal,,monitor,,0,0
1238,NodeC,Link2,2025-06-02 17:14:00,0.014226853937809612,991.4498769517722,0.9847480124518954,1.1713998107548884,37,52,62.474752160132134,15.293779456368881,57,secure,OK,System OK,normal,,monitor,,0,0
1239,NodeB,Link1,2025-06-02 17:16:00,0.024999314593537724,1058.5755655826222,0.9534044732887207,1.2720666409702899,52,30,46.7938540305298,14.812060947808126,63,secure,OK,System OK,normal,,monitor,,0,0
1240,NodeD,Link2,2025-06-02 17:18:00,0.02052573325288941,1460.5313709735271,0.9661748523762114,1.2165961899034434,38,53,40.0,21.637129685376358,58,secure,DOWN,System OK,normal,,monitor,,0,0
1241,NodeA,Link2,2025-06-02 17:20:00,0.020052245733899115,1420.874819851338,0.9699877721589213,1.3846298960164185,38,36,49.56656734072783,17.362983377425557,76,secure,OK,System OK,normal,,monitor,,0,0
1242,NodeC,Link2,2025-06-02 17:22:00,0.020308292507840935,1372.2134412970315,0.9728533999118931,1.415057177793103,24,32,57.917276950680915,18.330812882896442,67,secure,OK,System OK,normal,,monitor,,0,0
1243,NodeA,Link3,2025-06-02 17:24:00,0.015740848744292397,1037.106650721804,0.9425509214633203,1.0492250076827914,54,67,45.262353791719995,17.09943584514175,49,secure,OK,System OK,normal,,monitor,,0,0
1244,NodeC,Link3,2025-06-02 17:26:00,0.019988379281680894,1339.1275165689494,0.9715278502537441,1.3196164641406354,39,53,44.022418876704464,16.87344981340663,72,secure,OK,System OK,normal,,monitor,,0,0
1245,NodeB,Link2,2025-06-02 17:28:00,0.021037260207175758,1147.6312728634898,0.9632148663194375,1.1457549137194434,23,39,46.01975096501562,17.130400811232303,55,secure,OK,System OK,normal,,monitor,,0,0
1246,NodeA,Link2,2025-06-02 17:30:00,0.02105829284517147,1122.4106996463738,0.9594570281825321,1.2730557811030023,27,61,59.61276614605051,15.884290968727775,60,secure,OK,System OK,normal,,monitor,,0,0
1247,NodeB,Link3,2025-06-02 17:32:00,0.021155126393863157,1265.1994000359757,0.9825135215767214,1.057980001475859,31,30,45.509035757041985,14.999640969500737,63,secure,OK,System OK,normal,,monitor,,0,0
1248,NodeC,Link2,2025-06-02 17:34:00,0.02563627481111204,1500.0,0.9637877910988845,1.1041920344495373,60,66,50.868368867913176,18.209611389674873,60,secure,DOWN,System OK,normal,,monitor,,0,0
1249,NodeB,Link2,2025-06-02 17:36:00,0.02051110447874409,1260.6702046115818,0.9665644971060707,1.0625443420157428,25,63,47.59453454168482,12.0,62,secure,OK,System OK,normal,,monitor,,0,0
1250,NodeC,Link3,2025-06-02 17:38:00,0.020111131788027602,1262.3875825054881,0.9598695484349232,1.2992197452081706,25,60,41.79709500170632,13.788902292183167,63,diag,OK,System OK,normal,,monitor,,0,0
1251,NodeD,Link1,2025-06-02 17:40:00,0.017864194160819493,1206.7711529918702,0.9742835661843768,0.9092313138000969,38,52,49.3036575490711,17.623604077653376,65,secure,OK,System OK,normal,,monitor,,0,0
1252,NodeA,Link1,2025-06-02 17:42:00,0.019767629466144857,1073.3128811619504,0.9770217228039721,1.1394287704192294,36,30,40.89617299974934,15.015707745245987,59,secure,DOWN,System OK,normal,,monitor,,0,0
1253,NodeA,Link1,2025-06-02 17:44:00,0.021597852952311855,867.4529629435336,0.9713925280530409,1.186715013075817,20,30,45.458436170011595,18.073932428969115,71,secure,OK,System OK,normal,,monitor,,0,0
1254,NodeB,Link2,2025-06-02 17:46:00,0.02151344362826311,1155.1756598308943,0.9636513333662274,1.258804267774011,24,43,46.87613872796492,15.66967031254908,64,diag,WARNING,System OK,normal,,monitor,,0,0
1255,NodeB,Link1,2025-06-02 17:48:00,0.01,1159.1410813740376,0.9816989765710471,1.1984466600079857,35,41,49.82812860419099,14.022417100417314,60,secure,OK,System OK,normal,,monitor,,0,0
1256,NodeD,Link2,2025-06-02 17:50:00,0.02480185223459384,1256.423424597534,0.9744429184833211,1.2560082183399992,53,62,50.650249511136494,14.027901139948353,48,standby,OK,System OK,normal,,monitor,,0,0
1257,NodeD,Link1,2025-06-02 17:52:00,0.0196170575066131,1153.5743914937016,0.99,1.3277594080950952,23,67,58.77209247031047,16.95172439663477,54,standby,OK,System OK,normal,,monitor,,0,0
1258,NodeC,Link1,2025-06-02 17:54:00,0.016362271972439148,1121.889319862333,0.99,1.3823030497894304,20,51,46.557899185564764,15.62849236472308,72,standby,OK,System OK,normal,,monitor,,0,0
1259,NodeD,Link3,2025-06-02 17:56:00,0.02003544555598103,1380.180169407277,0.9557300959306838,1.235916455024451,41,36,47.81632832876983,17.782609187974366,49,secure,OK,System OK,normal,,monitor,,0,0
1260,NodeC,Link2,2025-06-02 17:58:00,0.020870766112281867,921.7633125426371,0.97321682610457,1.200868937803157,36,45,42.70823170398677,16.1196935161952,65,secure,OK,System OK,normal,,monitor,,0,0
1261,NodeC,Link3,2025-06-02 18:00:00,0.01725886025410959,1500.0,0.99,1.0094101829238018,41,58,59.678759342356024,16.314760644017685,49,secure,OK,System OK,normal,,monitor,,0,0
1262,NodeA,Link2,2025-06-02 18:02:00,0.019030986403404008,1158.087721324463,0.9608537955279581,1.1783981221840145,30,30,52.773818012082366,17.398923880068022,69,secure,OK,System OK,normal,,monitor,,0,0
1263,NodeD,Link3,2025-06-02 18:04:00,0.01529612196232415,1422.133768053546,0.99,1.2150868346735872,52,30,45.17098789672437,16.619747081270933,62,secure,OK,Data missing,normal,,monitor,,0,1
1264,NodeD,Link3,2025-06-02 18:06:00,0.02503057608461317,926.4197763474108,0.9755366339435498,1.0664926132015093,27,48,47.17547606655884,18.127038730331172,57,secure,OK,System OK,normal,,monitor,,0,0
1265,NodeC,Link1,2025-06-02 18:08:00,0.019817384426059587,1379.4558632884957,0.9824260614249278,1.2671619833285668,20,59,51.33096466260719,17.32620278608765,64,secure,OK,Data missing,normal,,monitor,,0,1
1266,NodeA,Link1,2025-06-02 18:10:00,0.02109372546793777,1433.31272556459,0.959384830179389,1.2543834769082236,53,35,43.15858773771805,16.213556620061137,57,secure,OK,System OK,normal,,monitor,,0,0
1267,NodeC,Link2,2025-06-02 18:12:00,0.010437569188009106,1500.0,0.9652300381947142,0.9971636860048662,29,39,41.40640135954354,16.54047827518343,73,secure,WARNING,System OK,normal,,monitor,,0,0
